Dish Name	Ingredients Used	Price	Time Consumed	Menu Group
FoodA_YVLBE	flour, fish, garlic, mushroom	576.45	17	Main Course
FoodA_2R2WK	butter, pepper, spinach, milk	1097.43	32	Non-Veg
FoodA_12QH2	paneer, basil, butter, rice	680.67	30	Main Course
FoodA_RJ87K	oregano, chicken, egg, tomato	953.38	17	Non-Veg
FoodA_DNIAE	egg, rice, chicken, broccoli	390.92	13	Starter
FoodA_JT5CB	cheese, butter, milk, spinach	981.36	38	Combo
FoodA_5S38E	capsicum, spinach, garlic, corn	678.56	37	Dessert
FoodA_VDMAL	flour, potato, capsicum, tomato	204.84	35	Combo
FoodA_ZUOJN	beef, rice, oregano, paneer	647.4	25	Main Course
FoodA_N108G	potato, fish, rice, carrot	786.42	5	Non-Veg
FoodA_RQEG4	corn, broccoli, chicken, fish	517.15	45	Dessert
FoodA_699AW	basil, tomato, oregano, chicken	146.12	36	Veg
FoodA_MICS8	milk, spinach, capsicum, broccoli	173.56	37	Beverage
FoodA_FOL80	beef, cheese, broccoli, butter	489.25	29	Dessert
FoodA_PT2GH	potato, garlic, pepper, rice	359.9	11	Main Course
FoodA_YFHEU	pepper, carrot, capsicum, oregano	854.82	24	Dessert
FoodA_WQNML	broccoli, chicken, carrot, spinach	137.63	39	Starter
FoodA_BJ3KY	fish, yogurt, oregano, tomato	759.87	7	Beverage
FoodA_HQORD	pepper, yogurt, potato, corn	769.93	6	Starter
FoodA_LXAZ9	milk, yogurt, cheese, tomato	139.18	9	Veg
FoodA_WCX6J	milk, rice, beef, pepper	620.21	32	Starter
FoodA_CQ2GJ	capsicum, noodles, rice, mushroom	694.74	41	Beverage
FoodA_VTWBS	pepper, potato, corn, capsicum	1056.77	28	Main Course
FoodA_OS0LT	basil, oregano, tomato, butter	399.27	42	Dessert
FoodA_D8R9P	cheese, carrot, cream, egg	557.26	32	Starter
FoodA_WIIZQ	pepper, corn, yogurt, cheese	1125.48	41	Beverage
FoodA_DWBAU	oregano, potato, noodles, beef	1158.75	27	Starter
FoodA_Q7P32	paneer, garlic, mushroom, noodles	1102.58	7	Veg
FoodA_CGU1B	milk, egg, noodles, fish	133.28	45	Non-Veg
FoodA_RBYHN	noodles, capsicum, tomato, milk	293.06	8	Veg
FoodA_BLHE2	yogurt, pepper, tomato, basil	1080.09	26	Main Course
FoodA_AXLK6	paneer, potato, mushroom, flour	1130.39	11	Non-Veg
FoodA_1D4BG	carrot, capsicum, beef, cream	1042.29	24	Non-Veg
FoodA_T6ZEA	garlic, flour, pepper, capsicum	265.58	34	Combo
FoodA_LN5RT	tomato, yogurt, beef, corn	376.45	42	Combo
FoodA_K7SLT	carrot, oregano, mushroom, potato	307.43	18	Dessert
FoodA_4159P	basil, chicken, cream, garlic	430.07	33	Beverage
FoodA_J3ODL	carrot, potato, fish, tomato	306.52	16	Beverage
FoodA_WVAQO	egg, carrot, corn, mushroom	660	29	Veg
FoodA_TWCO2	egg, corn, yogurt, rice	1115.01	14	Beverage
FoodA_0KBS0	capsicum, mushroom, beef, potato	657.64	30	Main Course
FoodA_WDDNN	chicken, tomato, beef, butter	910.02	44	Combo
FoodA_RFMKV	lentils, cream, cheese, beef	819.61	40	Dessert
FoodA_HUWM9	tomato, carrot, mushroom, capsicum	764.11	36	Beverage
FoodA_PCBEE	corn, lentils, mushroom, carrot	715.52	16	Starter
FoodA_920O1	lentils, rice, oregano, yogurt	951.26	11	Starter
FoodA_O1ITT	paneer, cream, butter, corn	192.88	19	Combo
FoodA_HOMEN	chicken, cream, garlic, fish	1039.44	18	Starter
FoodA_8LZVE	fish, lentils, flour, carrot	695.06	26	Beverage
FoodA_8CXG5	broccoli, cream, milk, basil	772.83	39	Main Course
FoodA_HIIOC	potato, garlic, tomato, beef	408.41	9	Main Course
FoodA_XHQYB	potato, noodles, milk, fish	622.54	32	Veg
FoodA_VX03Q	garlic, broccoli, corn, yogurt	279.39	15	Beverage
FoodA_EMWA1	oregano, paneer, noodles, corn	970.3	34	Combo
FoodA_J3FC9	cheese, rice, noodles, egg	116.38	13	Beverage
FoodA_ZTDPK	basil, pepper, egg, noodles	490.07	10	Veg
FoodA_7HIIR	cheese, spinach, butter, lentils	1028.51	35	Main Course
FoodA_H0TVQ	garlic, paneer, yogurt, mushroom	446.95	34	Dessert
FoodA_4EWMS	basil, beef, cream, lentils	656.58	11	Combo
FoodA_V38YV	capsicum, chicken, garlic, pepper	918.61	8	Main Course
FoodA_8VE62	onion, carrot, lentils, flour	195.58	41	Starter
FoodA_STG6F	spinach, pepper, egg, flour	561.02	35	Combo
FoodA_6EFKE	corn, potato, cheese, fish	1124.72	28	Starter
FoodA_YYZ35	garlic, onion, flour, chicken	1043.36	5	Veg
FoodA_34DZN	lentils, rice, cream, flour	463.96	5	Beverage
FoodA_G19XJ	tomato, spinach, lentils, pepper	679.48	27	Combo
FoodA_3E077	rice, garlic, butter, mushroom	1105.89	25	Starter
FoodA_PRHNH	mushroom, egg, tomato, basil	595.69	20	Combo
FoodA_TI1J5	noodles, onion, basil, beef	338.71	11	Combo
FoodA_202AZ	garlic, milk, oregano, mushroom	1093.74	9	Beverage
FoodA_K4QZN	cream, rice, capsicum, milk	1152.13	44	Non-Veg
FoodA_XSM3F	butter, onion, tomato, mushroom	879.64	42	Veg
FoodA_GK0TC	garlic, yogurt, spinach, egg	586.34	32	Non-Veg
FoodA_AU8VE	flour, capsicum, cheese, lentils	191.9	39	Main Course
FoodA_QEYLY	chicken, butter, flour, beef	1061.16	14	Non-Veg
FoodA_O64A6	lentils, pepper, butter, beef	1093.91	20	Non-Veg
FoodA_0P6W1	egg, chicken, beef, oregano	1196.76	13	Non-Veg
FoodA_OVHGS	egg, mushroom, butter, yogurt	467.77	27	Veg
FoodA_YNPQ1	paneer, noodles, corn, carrot	433.66	24	Beverage
FoodA_KQ9CC	mushroom, carrot, basil, oregano	246.53	41	Dessert
FoodA_AZ6Z4	corn, chicken, cream, spinach	586.95	17	Non-Veg
FoodA_QH5T9	milk, egg, spinach, basil	855.36	19	Non-Veg
FoodA_JMYJP	butter, yogurt, beef, pepper	920.75	29	Main Course
FoodA_K8TQM	beef, rice, capsicum, oregano	1134.04	40	Main Course
FoodA_XNMPL	egg, onion, flour, beef	970.15	32	Non-Veg
FoodA_J3ZT1	butter, pepper, broccoli, beef	563.33	30	Dessert
FoodA_GLRK0	rice, tomato, pepper, garlic	523.23	39	Beverage
FoodA_N9INE	cream, garlic, basil, paneer	1135.52	45	Dessert
FoodA_UR1I6	noodles, chicken, paneer, milk	345.82	5	Non-Veg
FoodA_2YQQQ	milk, carrot, corn, broccoli	153.24	22	Starter
FoodA_BOQOT	garlic, milk, chicken, butter	154.02	6	Veg
FoodA_M3QOZ	spinach, cheese, yogurt, lentils	1005.46	12	Beverage
FoodA_GKXZ0	flour, yogurt, cheese, carrot	881.15	22	Dessert
FoodA_SPH0C	flour, milk, yogurt, cream	721.44	12	Starter
FoodA_U8T9D	pepper, noodles, cheese, fish	423.08	31	Dessert
FoodA_1C2IC	rice, paneer, tomato, spinach	469.08	44	Veg
FoodA_Z0J0U	corn, broccoli, basil, pepper	603.88	6	Combo
FoodA_RID66	oregano, tomato, milk, carrot	847.25	24	Non-Veg
FoodA_17LSU	lentils, potato, basil, tomato	276.56	40	Starter
FoodA_I5E1S	flour, mushroom, noodles, broccoli	265.46	5	Beverage
FoodA_7YUG4	beef, tomato, noodles, cream	774.43	29	Beverage
FoodA_NJX8M	noodles, oregano, basil, potato	1165.56	39	Combo
FoodA_I9POD	butter, lentils, chicken, spinach	421.64	25	Starter
FoodA_HRS85	chicken, lentils, oregano, corn	528.77	14	Main Course
FoodA_B8R28	oregano, flour, pepper, chicken	817.85	40	Dessert
FoodA_ZEUN7	mushroom, corn, rice, garlic	767.64	16	Starter
FoodA_5ARBS	potato, cream, pepper, broccoli	810.85	41	Dessert
FoodA_8878K	fish, yogurt, egg, mushroom	919.94	18	Starter
FoodA_AXTLS	fish, beef, butter, broccoli	1166.38	12	Beverage
FoodA_OBGUL	garlic, oregano, milk, paneer	414.99	15	Combo
FoodA_ZJETQ	egg, carrot, oregano, cream	642.15	43	Starter
FoodA_F2FF5	basil, flour, spinach, cream	1171.97	13	Beverage
FoodA_HTP2V	potato, milk, spinach, basil	809.65	12	Main Course
FoodA_YCGMD	potato, beef, flour, butter	744.39	22	Veg
FoodA_XY6SN	spinach, cheese, egg, noodles	1102.2	24	Veg
FoodA_2M0B6	lentils, broccoli, potato, cheese	123.62	18	Non-Veg
FoodA_VBVRM	lentils, carrot, paneer, corn	682.76	20	Combo
FoodA_Y66ZJ	onion, butter, rice, yogurt	413.89	16	Veg
FoodA_HGXC9	cream, chicken, milk, rice	142.67	42	Main Course
FoodA_MGAGA	cream, mushroom, flour, beef	106.25	19	Veg
FoodA_LNHMU	rice, broccoli, corn, potato	1039.27	43	Combo
FoodA_WG3N0	potato, tomato, beef, paneer	845.09	16	Non-Veg
FoodA_4N2RE	basil, flour, fish, beef	146.2	32	Non-Veg
FoodA_KLEE1	potato, cream, rice, corn	542.88	37	Non-Veg
FoodA_BZF4X	mushroom, cheese, corn, spinach	628.53	27	Main Course
FoodA_S16EL	cream, flour, egg, capsicum	1097.01	31	Non-Veg
FoodA_A4RKA	spinach, milk, butter, paneer	615.69	25	Main Course
FoodA_5R8MK	mushroom, paneer, rice, chicken	348.34	20	Starter
FoodA_KJW5X	beef, butter, onion, egg	573.72	40	Dessert
FoodA_KDYOR	pepper, yogurt, capsicum, garlic	429.89	27	Main Course
FoodA_VKAFB	fish, carrot, spinach, beef	1036.99	28	Dessert
FoodA_IH17A	cream, noodles, milk, tomato	546.67	23	Dessert
FoodA_RXD6T	garlic, fish, paneer, capsicum	539.77	14	Starter
FoodA_PST7Q	corn, noodles, potato, garlic	375.22	38	Main Course
FoodA_9KFYW	oregano, cream, potato, broccoli	726.82	5	Veg
FoodA_E3EQB	butter, chicken, rice, egg	1188.2	23	Veg
FoodA_KYAB1	cream, flour, milk, oregano	765.86	45	Beverage
FoodA_HGP6E	onion, fish, broccoli, cheese	700.04	14	Combo
FoodA_T2I9W	chicken, paneer, noodles, onion	1174.91	23	Combo
FoodA_9JK7X	yogurt, fish, cream, oregano	906.33	5	Veg
FoodA_IR8MF	tomato, milk, carrot, onion	126.75	11	Dessert
FoodA_FS9CJ	potato, milk, cream, paneer	129.95	5	Non-Veg
FoodA_OIULP	mushroom, rice, flour, corn	1113.97	26	Veg
FoodA_HB6KB	potato, basil, yogurt, corn	826.75	32	Veg
FoodA_A13TL	broccoli, rice, milk, paneer	505.75	38	Starter
FoodA_QTKP3	milk, pepper, spinach, flour	521.9	18	Combo
FoodA_LSSDP	pepper, milk, onion, oregano	1183.12	9	Beverage
FoodA_T2PH9	carrot, oregano, cheese, basil	930.96	7	Non-Veg
FoodA_TMAEY	oregano, cream, egg, carrot	1179.51	32	Veg
FoodA_7RJ0W	onion, basil, flour, oregano	508.82	27	Veg
FoodA_CM8T4	basil, flour, paneer, oregano	1151.76	45	Non-Veg
FoodA_8IBH1	oregano, noodles, basil, cream	931.3	38	Starter
FoodA_D8N7N	carrot, chicken, cheese, oregano	530.85	30	Combo
FoodA_NNPTM	tomato, butter, chicken, broccoli	399.88	5	Veg
FoodA_XCEF5	spinach, onion, rice, butter	928.14	24	Beverage
FoodA_VX0XJ	egg, chicken, beef, paneer	375.98	23	Dessert
FoodA_77389	flour, milk, cheese, lentils	547.67	10	Beverage
FoodA_YS1FG	cream, lentils, chicken, pepper	930.51	35	Dessert
FoodA_RJO6H	garlic, chicken, egg, corn	688.53	35	Non-Veg
FoodA_0N32G	garlic, beef, potato, corn	933.36	32	Combo
FoodA_AUYG7	spinach, lentils, basil, egg	601.7	33	Starter
FoodA_07OIE	chicken, egg, corn, butter	682.54	12	Beverage
FoodA_IKIWK	milk, flour, carrot, egg	586.4	35	Beverage
FoodA_IJIG5	yogurt, flour, beef, corn	327.03	16	Combo
FoodA_DZN5Y	basil, paneer, noodles, fish	407.13	7	Dessert
FoodA_FELQS	fish, oregano, egg, milk	166.22	16	Starter
FoodA_YZ0UT	fish, lentils, milk, pepper	306.24	16	Combo
FoodA_EYR8W	cheese, noodles, mushroom, chicken	698.93	26	Starter
FoodA_GS1X4	rice, fish, beef, mushroom	403.4	21	Non-Veg
FoodA_5K7SS	tomato, butter, broccoli, mushroom	1051.47	27	Veg
FoodA_3UMLI	lentils, butter, egg, carrot	958.52	6	Main Course
FoodA_XN3PK	tomato, cream, onion, egg	720.9	9	Veg
FoodA_GX6UD	capsicum, oregano, chicken, mushroom	498.65	34	Dessert
FoodA_8UCPG	garlic, cheese, capsicum, pepper	231.79	17	Dessert
FoodA_30ANH	mushroom, milk, flour, egg	188.76	43	Veg
FoodA_HVVO1	potato, cheese, egg, mushroom	706.41	18	Beverage
FoodA_49ZDK	spinach, pepper, cream, yogurt	281.64	14	Main Course
FoodA_1BXYE	mushroom, corn, paneer, flour	926.55	30	Beverage
FoodA_OK8QB	fish, tomato, noodles, pepper	1034.49	30	Combo
FoodA_YRCBE	beef, broccoli, mushroom, pepper	966.02	34	Starter
FoodA_XICRP	basil, oregano, cream, butter	132.95	8	Dessert
FoodA_8Q40K	onion, paneer, butter, mushroom	176.05	19	Main Course
FoodA_52NUD	corn, capsicum, paneer, potato	822.4	25	Beverage
FoodA_M1U49	potato, milk, flour, corn	353.45	20	Combo
FoodA_8G0BX	lentils, corn, flour, butter	349.92	25	Combo
FoodA_Z3IMI	onion, butter, egg, cream	512.11	17	Beverage
FoodA_8P6A5	paneer, basil, lentils, tomato	695.91	45	Dessert
FoodA_1849Z	noodles, egg, flour, corn	623.63	37	Beverage
FoodA_P93VY	corn, pepper, beef, capsicum	636.53	45	Non-Veg
FoodA_ZXDXM	oregano, butter, chicken, tomato	749.59	16	Beverage
FoodA_V24DK	yogurt, onion, cheese, butter	1005.02	18	Non-Veg
FoodA_Z66QL	tomato, yogurt, pepper, noodles	1192.65	9	Veg
FoodA_C4E1S	egg, yogurt, basil, lentils	1005.41	19	Main Course
FoodA_Q6YGC	spinach, basil, milk, flour	382.77	6	Main Course
FoodA_J9HIW	cheese, basil, cream, capsicum	745.33	10	Main Course
FoodA_4Y75S	beef, tomato, fish, oregano	871.93	42	Beverage
FoodA_1ZX1F	potato, mushroom, yogurt, butter	164.42	36	Main Course
FoodA_JS3X6	garlic, pepper, spinach, chicken	431.45	10	Combo
FoodA_TQJ8H	broccoli, chicken, corn, noodles	1088.58	44	Combo
FoodA_WNA4F	beef, pepper, lentils, onion	295.45	5	Non-Veg
FoodA_TFCYI	capsicum, corn, yogurt, onion	580.64	20	Non-Veg
FoodA_4HWU1	milk, capsicum, noodles, pepper	1094.36	31	Non-Veg
FoodA_T3571	garlic, oregano, carrot, onion	802.2	28	Combo
FoodA_NDL18	corn, noodles, cheese, chicken	905.98	34	Dessert
FoodA_MBP2X	broccoli, paneer, spinach, noodles	1187.92	44	Main Course
FoodA_TUPRC	egg, basil, cheese, paneer	338.9	28	Combo
FoodA_79HPB	garlic, basil, capsicum, fish	907.61	37	Combo
FoodA_KDP7U	butter, yogurt, rice, garlic	408.13	7	Starter
FoodA_KSCZA	carrot, oregano, broccoli, yogurt	1060.82	5	Starter
FoodA_R7646	potato, mushroom, flour, yogurt	1076.44	17	Starter
FoodA_6YSZR	corn, noodles, spinach, garlic	992.31	27	Beverage
FoodA_X2L8N	carrot, tomato, cream, broccoli	321.03	13	Combo
FoodA_013Z2	milk, butter, carrot, egg	1050.35	32	Starter
FoodA_QBTNO	pepper, yogurt, spinach, carrot	1130.39	8	Starter
FoodA_L63AB	capsicum, chicken, lentils, onion	262.78	13	Non-Veg
FoodA_XCXG4	spinach, capsicum, pepper, mushroom	915.84	25	Non-Veg
FoodA_5L7UX	paneer, cheese, fish, mushroom	718.86	39	Dessert
FoodA_D09MS	noodles, oregano, pepper, tomato	528.54	42	Starter
FoodA_X7JHA	cream, fish, tomato, noodles	715.84	16	Starter
FoodA_PAC45	paneer, capsicum, mushroom, corn	717.61	31	Dessert
FoodA_6RNGV	potato, mushroom, flour, pepper	750.42	5	Combo
FoodA_P5BM5	beef, garlic, cheese, oregano	630.22	42	Main Course
FoodA_SWJO7	yogurt, potato, flour, cheese	607.13	13	Starter
FoodA_FHXQF	oregano, egg, broccoli, beef	498.45	25	Veg
FoodA_CQY3Y	flour, butter, pepper, tomato	494.41	24	Dessert
FoodA_TQENZ	pepper, oregano, potato, flour	610.53	13	Non-Veg
FoodA_OL4SQ	carrot, spinach, flour, corn	672.68	22	Main Course
FoodA_Z9FHP	flour, capsicum, pepper, yogurt	758.53	17	Dessert
FoodA_9HYE9	basil, rice, onion, mushroom	1128.87	38	Beverage
FoodA_144ZI	mushroom, rice, paneer, lentils	144.04	39	Dessert
FoodA_OVVC5	potato, tomato, onion, paneer	1183.73	34	Beverage
FoodA_NM43X	rice, onion, mushroom, milk	1055.56	12	Combo
FoodA_5DBYR	basil, spinach, rice, paneer	198.38	44	Combo
FoodA_034Q1	butter, spinach, garlic, oregano	763.95	30	Dessert
FoodA_GJX4J	broccoli, cheese, mushroom, potato	873.24	6	Beverage
FoodA_ODEHY	flour, corn, mushroom, paneer	188.7	25	Dessert
FoodA_O4LP1	egg, flour, tomato, rice	568.6	17	Starter
FoodA_2ID0I	cream, lentils, yogurt, beef	450.98	17	Combo
FoodA_4DJWP	tomato, cream, broccoli, garlic	100.35	30	Starter
FoodA_LTQUI	broccoli, noodles, egg, onion	408.16	10	Main Course
FoodA_S1CSP	cheese, paneer, milk, carrot	789.32	5	Veg
FoodA_4W9VB	onion, milk, rice, lentils	220.57	17	Beverage
FoodA_FM97Q	broccoli, fish, lentils, tomato	962.4	42	Non-Veg
FoodA_KHG0X	pepper, lentils, garlic, chicken	1164.02	9	Beverage
FoodA_FAPIP	lentils, chicken, yogurt, paneer	1000.26	33	Combo
FoodA_86WPX	beef, corn, carrot, egg	684.36	24	Combo
FoodA_HC8KH	mushroom, egg, lentils, rice	751.46	33	Veg
FoodA_0MGMA	milk, onion, basil, yogurt	747.06	34	Combo
FoodA_PDAPM	chicken, garlic, corn, egg	652.72	41	Veg
FoodA_2OX1U	chicken, broccoli, corn, spinach	765.99	37	Beverage
FoodA_2ZCKH	potato, carrot, noodles, beef	935.74	28	Veg
FoodA_QQUSB	corn, capsicum, chicken, cream	252.76	8	Starter
FoodA_BKPM0	lentils, fish, broccoli, chicken	1041.36	38	Dessert
FoodA_9YYP3	tomato, pepper, carrot, basil	1172.01	37	Beverage
FoodA_VKJMJ	capsicum, carrot, cheese, pepper	396.19	6	Dessert
FoodA_7YINU	pepper, beef, spinach, tomato	446.21	26	Starter
FoodA_2ASGD	carrot, butter, capsicum, milk	478.14	22	Main Course
FoodA_30G75	yogurt, cheese, lentils, cream	375.44	33	Dessert
FoodA_IP5SR	rice, noodles, yogurt, capsicum	781.71	32	Beverage
FoodA_EPA0N	beef, broccoli, garlic, carrot	454.49	45	Starter
FoodA_XE25S	chicken, paneer, lentils, cheese	735	18	Dessert
FoodA_4R7AT	corn, beef, butter, paneer	1010.34	6	Veg
FoodA_SJUBO	capsicum, corn, beef, noodles	801.07	21	Combo
FoodA_08MF5	rice, noodles, fish, garlic	1103.65	12	Veg
FoodA_6MV6Q	carrot, butter, spinach, chicken	1121.71	20	Beverage
FoodA_N688I	chicken, onion, pepper, fish	1113.99	43	Veg
FoodA_OO8GA	garlic, noodles, tomato, rice	271.11	15	Main Course
FoodA_KMT19	egg, onion, spinach, fish	422.85	45	Starter
FoodA_VVXTH	potato, chicken, capsicum, basil	566.87	7	Combo
FoodA_G1CFF	milk, egg, beef, noodles	690.8	34	Starter
FoodA_T3209	carrot, corn, potato, basil	527.55	23	Main Course
FoodA_8FDVL	rice, pepper, noodles, spinach	551.08	12	Non-Veg
FoodA_THOS1	pepper, butter, oregano, capsicum	930.96	12	Starter
FoodA_N5HXM	milk, butter, potato, oregano	794.16	9	Beverage
FoodA_SQRBB	cream, lentils, basil, egg	721.22	28	Veg
FoodA_41MV3	garlic, oregano, corn, pepper	208.33	28	Combo
FoodA_P9S7T	onion, spinach, milk, chicken	747.87	45	Combo
FoodA_7VH84	tomato, egg, pepper, fish	298.26	25	Dessert
FoodA_61LT2	capsicum, noodles, rice, potato	958.9	44	Starter
FoodA_OVSSM	capsicum, flour, rice, potato	985.33	11	Starter
FoodA_R7RB6	garlic, corn, paneer, basil	983.35	14	Dessert
FoodA_IXOJR	spinach, broccoli, noodles, oregano	612.5	37	Main Course
FoodA_OI7ME	egg, broccoli, capsicum, chicken	821.97	20	Starter
FoodA_QI8K2	mushroom, cream, milk, garlic	1091.63	12	Veg
FoodA_SAE89	pepper, beef, onion, potato	285.25	41	Main Course
FoodA_XBX4U	onion, paneer, yogurt, cheese	718.16	20	Combo
FoodA_WRX8K	basil, chicken, cream, milk	866.3	21	Non-Veg
FoodA_OD7IH	yogurt, tomato, pepper, spinach	432.01	38	Combo
FoodA_PO8KN	mushroom, yogurt, tomato, butter	1070.06	32	Dessert
FoodA_AM0U7	cheese, corn, cream, chicken	827.71	13	Main Course
FoodA_B6H8T	beef, oregano, flour, pepper	454.22	38	Dessert
FoodA_LLFPP	paneer, carrot, lentils, corn	1100.16	7	Non-Veg
FoodA_X6YNW	garlic, basil, onion, chicken	880.82	5	Dessert
FoodA_3SDI5	oregano, beef, onion, egg	807.27	32	Starter
FoodA_1MMVC	potato, carrot, noodles, oregano	746.34	15	Veg
FoodA_7TR9M	yogurt, tomato, paneer, milk	809.14	25	Non-Veg
FoodA_Y1FYM	oregano, broccoli, beef, spinach	804.79	33	Combo
FoodA_OBW0X	oregano, flour, capsicum, onion	996.81	17	Veg
FoodA_R8P49	beef, spinach, chicken, noodles	276.83	19	Beverage
FoodA_BZ0D4	fish, basil, broccoli, milk	573.93	43	Veg
FoodA_ITEBY	paneer, flour, broccoli, noodles	627.73	33	Veg
FoodA_X66NA	butter, carrot, corn, beef	1019.11	29	Combo
FoodA_EF5UI	flour, fish, butter, carrot	1080.83	20	Non-Veg
FoodA_HIIKE	pepper, cheese, corn, basil	416.74	15	Non-Veg
FoodA_RNARX	cream, pepper, potato, corn	500.43	33	Beverage
FoodA_S5QNM	egg, cheese, pepper, basil	698.56	11	Beverage
FoodA_8IH2H	beef, yogurt, chicken, capsicum	1139.53	45	Veg
FoodA_H889S	fish, paneer, flour, tomato	255.13	43	Main Course
FoodA_6FQUW	yogurt, potato, milk, fish	438.48	26	Dessert
FoodA_K3BNO	noodles, tomato, butter, beef	436.9	39	Combo
FoodA_19RZ2	chicken, potato, butter, capsicum	112.5	11	Starter
FoodA_BOGYK	noodles, butter, capsicum, onion	834.68	7	Beverage
FoodA_FOU27	rice, lentils, chicken, basil	404.29	34	Starter
FoodA_LTUZI	pepper, oregano, fish, chicken	1023.07	13	Main Course
FoodA_3N852	beef, corn, onion, rice	702.99	21	Main Course
FoodA_3YUK2	potato, garlic, mushroom, spinach	459.48	37	Main Course
FoodA_WY172	cheese, onion, milk, chicken	636.93	15	Non-Veg
FoodA_HLZHR	lentils, rice, cream, broccoli	844.06	41	Beverage
FoodA_DGBRN	lentils, onion, cheese, rice	794.89	8	Combo
FoodA_7IEK9	beef, noodles, onion, lentils	926.34	41	Main Course
FoodA_L5RCF	onion, noodles, fish, yogurt	896.73	23	Main Course
FoodA_36U93	cheese, carrot, rice, flour	327.15	5	Starter
FoodA_MHZ1M	yogurt, capsicum, tomato, lentils	776.8	26	Main Course
FoodA_UZJCD	basil, noodles, capsicum, cream	478.99	29	Starter
FoodA_Q1ML0	noodles, potato, basil, cheese	1192.14	42	Beverage
FoodA_IG5F7	fish, onion, lentils, mushroom	623.71	36	Starter
FoodA_JEY7Q	garlic, yogurt, noodles, capsicum	486.49	40	Starter
FoodA_TT3M2	potato, garlic, basil, spinach	771.43	43	Main Course
FoodA_TBL5J	tomato, potato, cream, butter	474.5	17	Non-Veg
FoodA_9U9EE	chicken, garlic, oregano, carrot	1124.13	15	Veg
FoodA_AOLEO	tomato, beef, pepper, basil	221.21	29	Non-Veg
FoodA_FB20P	oregano, fish, milk, tomato	197.41	24	Main Course
FoodA_3N7PI	oregano, spinach, yogurt, fish	110.68	18	Beverage
FoodA_FSPV9	onion, basil, cream, yogurt	855.63	35	Combo
FoodA_ORLBV	capsicum, paneer, noodles, egg	499.45	13	Starter
FoodA_7YQPC	spinach, carrot, garlic, chicken	807.2	33	Dessert
FoodA_ESMSH	carrot, cream, milk, chicken	187.8	31	Starter
FoodA_IBGND	cheese, cream, butter, yogurt	481.92	32	Main Course
FoodA_XGNRZ	broccoli, chicken, rice, fish	831.24	39	Dessert
FoodA_98GBE	basil, potato, butter, egg	1187.37	11	Starter
FoodA_8UOKO	onion, garlic, paneer, pepper	1137.07	12	Dessert
FoodA_KI4RW	egg, rice, cream, yogurt	804.23	15	Main Course
FoodA_2IT7K	broccoli, mushroom, cream, beef	175.09	22	Beverage
FoodA_BR5P0	mushroom, lentils, tomato, milk	593.48	17	Dessert
FoodA_DP015	noodles, paneer, carrot, chicken	218.88	30	Main Course
FoodA_K6QOK	garlic, potato, basil, noodles	1038.89	38	Combo
FoodA_MV4LI	pepper, fish, basil, noodles	722.97	35	Main Course
FoodA_VJ9OU	flour, egg, butter, fish	1111.72	6	Dessert
FoodA_Z7592	egg, oregano, yogurt, spinach	192.72	29	Combo
FoodA_IX735	onion, yogurt, fish, tomato	342.8	30	Non-Veg
FoodA_F28VE	yogurt, milk, carrot, chicken	393.33	21	Main Course
FoodA_WLROY	chicken, cream, mushroom, capsicum	935.55	45	Beverage
FoodA_3L8IO	chicken, broccoli, fish, basil	202.05	31	Veg
FoodA_1MPTK	garlic, corn, mushroom, spinach	501.15	27	Veg
FoodA_C0GAA	egg, butter, corn, chicken	970.49	25	Main Course
FoodA_ZCO6H	paneer, egg, tomato, rice	825.54	11	Non-Veg
FoodA_PCSSU	broccoli, butter, potato, yogurt	960.85	19	Main Course
FoodA_22Q99	paneer, oregano, lentils, tomato	358.94	7	Starter
FoodA_SEM4K	tomato, mushroom, yogurt, garlic	397.57	24	Non-Veg
FoodA_BODRB	potato, corn, cheese, broccoli	576.21	7	Starter
FoodA_UT18E	mushroom, tomato, capsicum, rice	612.68	34	Combo
FoodA_0PXPR	chicken, basil, potato, paneer	790.06	33	Combo
FoodA_FN8E9	basil, corn, capsicum, paneer	968.58	37	Combo
FoodA_E8XXF	broccoli, milk, capsicum, chicken	698.72	13	Dessert
FoodA_78MJI	noodles, cream, garlic, corn	282.71	41	Main Course
FoodA_ZW0QX	yogurt, flour, capsicum, butter	200.19	18	Dessert
FoodA_0UAN6	basil, egg, chicken, onion	867.1	34	Combo
FoodA_V6CER	milk, oregano, cheese, paneer	530.37	34	Combo
FoodA_UHIYK	carrot, capsicum, lentils, paneer	499.01	10	Main Course
FoodA_G3V1L	noodles, potato, beef, pepper	191.08	25	Beverage
FoodA_0OBSO	milk, mushroom, garlic, tomato	545.66	45	Dessert
FoodA_CBJX5	broccoli, egg, spinach, chicken	640.31	16	Main Course
FoodA_O6W25	tomato, capsicum, potato, beef	417.91	8	Dessert
FoodA_KSVM7	fish, milk, cream, chicken	334.96	15	Combo
FoodA_EJXH9	garlic, corn, beef, milk	877.46	27	Veg
FoodA_8PJHM	yogurt, onion, noodles, fish	569.52	7	Dessert
FoodA_31VU2	cream, rice, egg, lentils	606.29	24	Dessert
FoodA_M4HIT	flour, basil, spinach, carrot	1165.96	17	Main Course
FoodA_XMKLY	broccoli, oregano, cream, garlic	373.13	10	Starter
FoodA_JW184	mushroom, garlic, basil, rice	735.01	5	Starter
FoodA_KF49I	beef, milk, lentils, carrot	711.33	12	Dessert
